sulphates_alcohol,density_alcohol,alcohol,alcohol_squared,volatile acidity,sulphates,citric acid,chlorides,density,total sulfur dioxide,fixed acidity,quality
4.18004671985759,0.10614892487777396,9.4,88.36000000000001,0.7,0.44468582126144574,0.0,0.07325046173959267,0.9978,3.5553480614894135,2.7202941017470885,5
5.084179175468642,0.10171427533527803,9.8,96.04000000000002,0.88,0.5187937934151675,0.0,0.0934903430873389,0.9968,4.219507705176107,2.792848008753788,5
4.907597821542395,0.10173468349646086,9.8,96.04000000000002,0.76,0.5007752879124893,0.04,0.0880108773227133,0.997,4.007333185232471,2.792848008753788,5
4.48276350098098,0.10183672430237507,9.8,96.04000000000002,0.28,0.4574248470388754,0.56,0.07232066157962612,0.998,4.110873864173311,3.3466401061363023,6
4.18004671985759,0.10614892487777396,9.4,88.36000000000001,0.7,0.44468582126144574,0.0,0.07325046173959267,0.9978,3.5553480614894135,2.7202941017470885,5
4.18004671985759,0.10614892487777396,9.4,88.36000000000001,0.66,0.44468582126144574,0.0,0.07232066157962612,0.9978,3.713572066704308,2.7202941017470885,5
3.557302495770304,0.10599998872340545,9.4,88.36000000000001,0.6,0.3784364357202451,0.06,0.06672363204290818,0.9964,4.0943445622221,2.8106938645110393,5
3.852624007906449,0.09945999005400101,10.0,100.0,0.65,0.3852624007906449,0.0,0.06297479916138844,0.9946,3.091042453358316,2.701851217221259,7
4.285218383922058,0.1049263047445995,9.5,90.25,0.58,0.4510756193602166,0.02,0.07045846364856141,0.9968,2.9444389791664403,2.792848008753788,7
3.9723982311149477,0.10824998823369696,9.2,84.63999999999999,0.58,0.43178241642553783,0.08,0.0925791812930931,0.9959,4.189654742026425,2.588435821108957,5
4.145232315096032,0.10043433328946129,9.9,98.01,0.615,0.41871033485818504,0.0,0.08525984395082342,0.9943,4.0943445622221,2.3664319132398464,5
6.487582236385123,0.10960438355995786,9.1,82.80999999999999,0.61,0.712921124877486,0.29,0.10795714150509228,0.9974,3.4011973816621555,2.792848008753788,5
5.875965773321938,0.09494284810068114,10.5,110.25,0.28,0.5596157879354227,0.56,0.0880108773227133,0.9969,4.6443908991413725,2.9154759474226504,7
6.558874348872871,0.10835868387405612,9.2,84.63999999999999,0.32,0.712921124877486,0.51,0.1139562678919086,0.9969,4.04305126783455,2.8106938645110393,6
4.857520292751145,0.10290720588585507,9.7,94.08999999999999,0.39,0.5007752879124893,0.31,0.0788111804242897,0.9982,4.276666119016055,2.756809750418044,5
6.147480799556115,0.10490525211523663,9.5,90.25,0.43,0.6471032420585384,0.21,0.10074990310014306,0.9966,3.6375861597263857,2.8106938645110393,5
3.9975167128008344,0.10604254191036788,9.4,88.36000000000001,0.49,0.4252677354043441,0.11,0.08065790301745447,0.9968,4.219507705176107,2.9154759474226504,5
4.739226143741108,0.10276287600382723,9.7,94.08999999999999,0.4,0.48858001481867097,0.14,0.08157998699242289,0.9968,3.713572066704308,2.6267851073127395,6
4.135578137731446,0.10704299924268826,9.3,86.49000000000001,0.39,0.44468582126144574,0.16,0.07696104113612832,0.9955,3.1780538303479458,2.5099800796022267,5
4.405473154205331,0.10486314685651087,9.5,90.25,0.41,0.4637340162321401,0.24,0.07696104113612832,0.9962,2.4849066497880004,2.756809750418044,5
4.11959635075286,0.10608509509733031,9.4,88.36000000000001,0.71,0.4382549309311553,0.0,0.07696104113612832,0.9972,3.58351893845611,2.6645825188948455,5
4.544593359074973,0.10167345901291235,9.8,96.04000000000002,0.645,0.4637340162321401,0.0,0.0788111804242897,0.9964,2.833213344056216,2.792848008753788,6
4.361002405897932,0.09859404964415351,10.1,102.00999999999999,0.675,0.43178241642553783,0.07,0.08525984395082342,0.9958,4.418840607796598,2.588435821108957,5
4.966812503210829,0.10169386717409519,9.8,96.04000000000002,0.655,0.5068176023684519,0.12,0.07973496801885356,0.9966,4.736198448394496,2.8809720581775866,5
4.031945364566629,0.10822824910562512,9.2,84.63999999999999,0.32,0.4382549309311553,0.25,0.09803374027136541,0.9957,3.9318256327243257,2.280350850198276,5
4.207247336939091,0.10402082249783101,9.6,92.16,0.645,0.4382549309311553,0.0,0.08250122151174369,0.9986,2.9444389791664403,2.792848008753788,6
5.076039195853944,0.09236110255915718,10.8,116.64000000000001,0.6,0.4700036292457356,0.14,0.08250122151174369,0.9975,2.772588722239781,2.792848008753788,6
5.316777662543969,0.10276287600382723,9.7,94.08999999999999,0.38,0.5481214085096876,0.28,0.0639133257436528,0.9968,3.4339872044851463,2.8460498941515415,7
6.3453176519599594,0.09502856237823216,10.5,110.25,0.45,0.6043159668533294,0.36,0.07138999608667293,0.9978,4.477336814478207,2.701851217221259,5
3.832619752689547,0.1072688056700209,9.3,86.49000000000001,0.61,0.412109650826833,0.3,0.08434114843375087,0.9976,3.8501476017100584,2.9664793948382653,4
6.739465804810146,0.09493332429206436,10.5,110.25,0.49,0.6418538861723948,0.2,0.1139562678919086,0.9968,2.70805020110221,2.7386127875258306,6
7.343087586238107,0.09677668963333111,10.3,106.09000000000002,0.66,0.712921124877486,0.22,0.06672363204290818,0.9968,3.1780538303479458,2.8460498941515415,5
5.825384258524939,0.07583205527999579,13.1,171.60999999999999,0.52,0.44468582126144574,0.15,0.05259245011917058,0.9934,4.189654742026425,2.1447610589527217,4
5.042716958289126,0.10836955343809203,9.2,84.63999999999999,0.935,0.5481214085096876,0.43,0.10795714150509228,0.997,4.74493212836325,2.7748873851023217,5
5.0957430416832254,0.10838042300212795,9.2,84.63999999999999,0.66,0.5538851132264376,0.26,0.07138999608667293,0.9971,3.1780538303479458,2.9664793948382653,5
4.592652139295507,0.10591488234948061,9.4,88.36000000000001,0.52,0.48858001481867097,0.04,0.06672363204290818,0.9956,2.772588722239781,2.569046515733026,6
4.6501446732594065,0.10590424405274,9.4,88.36000000000001,0.5,0.49469624183610705,0.04,0.0657877405380031,0.9955,2.70805020110221,2.569046515733026,6
4.18004671985759,0.1060638185038491,9.4,88.36000000000001,0.38,0.44468582126144574,0.36,0.07788653865707124,0.997,4.787491742782046,2.932575659723036,5
4.983516151150444,0.09759802964725202,10.2,104.03999999999999,0.51,0.48858001481867097,0.15,0.10436001532424277,0.9955,4.30406509320417,2.756809750418044,6
4.690368142259241,0.10386457251410704,9.6,92.16,0.42,0.48858001481867097,0.57,0.06765864847381481,0.9971,2.3978952727983707,3.1937438845342623,5
4.637340162321401,0.09974999002500101,10.0,100.0,0.59,0.4637340162321401,0.18,0.07325046173959267,0.9975,4.007333185232471,2.792848008753788,5
4.058754714400056,0.10597871212992424,9.4,88.36000000000001,0.39,0.43178241642553783,0.31,0.07138999608667293,0.9962,3.8501476017100584,2.701851217221259,6
4.551205424892185,0.1084782490784512,9.2,84.63999999999999,0.4,0.49469624183610705,0.4,0.07603468627599762,0.998,3.970291913552122,2.9664793948382653,5
4.989388345785487,0.10718278417389418,9.3,86.49000000000001,0.69,0.5364933705145685,0.49,0.10885440491208209,0.9968,4.727387818712341,2.7748873851023217,5
4.420541069730123,0.10169386717409519,9.8,96.04000000000002,0.735,0.4510756193602166,0.05,0.07788653865707124,0.9966,4.007333185232471,2.6457513110645907,5
3.5894108438543446,0.09139448702802871,10.9,118.81,0.725,0.3293037471426004,0.05,0.08250122151174369,0.9962,2.4849066497880004,2.6832815729997477,5
3.5894108438543446,0.09139448702802871,10.9,118.81,0.725,0.3293037471426004,0.05,0.08250122151174369,0.9962,2.4849066497880004,2.6832815729997477,5
4.894445863315966,0.09310279503712197,10.7,114.48999999999998,0.705,0.4574248470388754,0.07,0.07325046173959267,0.9962,2.772588722239781,2.569046515733026,5
7.012208412044382,0.09487618144036368,10.5,110.25,0.705,0.6678293725756554,0.05,0.07138999608667293,0.9962,2.995732273553991,2.8284271247461903,6
3.724399833872225,0.10485262054182942,9.5,90.25,0.69,0.3920420877760237,0.22,0.08065790301745447,0.9961,4.553876891600541,2.7748873851023217,5
3.9124631657199656,0.10843477082230754,9.2,84.63999999999999,0.675,0.4252677354043441,0.26,0.08065790301745447,0.9976,3.784189633918261,2.8809720581775866,4
5.3215848248687445,0.09510475284716641,10.5,110.25,0.41,0.5068176023684519,0.64,0.08892620919440151,0.9986,3.7612001156935624,2.9664793948382653,5
4.689327760963361,0.09314017821119831,10.7,114.48999999999998,0.785,0.4382549309311553,0.0,0.09893994785490356,0.9966,3.4339872044851463,2.6076809620810595,6
4.228974382067669,0.09859404964415351,10.1,102.00999999999999,0.75,0.41871033485818504,0.12,0.08250122151174369,0.9958,4.394449154672439,2.588435821108957,5
6.487582236385123,0.109582405540395,9.1,82.80999999999999,0.625,0.712921124877486,0.2,0.07696104113612832,0.9972,4.787491742782046,2.8809720581775866,4
4.091109555605301,0.10823911866966103,9.2,84.63999999999999,0.45,0.44468582126144574,0.2,0.06672363204290818,0.9958,2.772588722239781,2.4899799195977463,5
4.104788136177971,0.10956042752083216,9.1,82.80999999999999,0.5,0.4510756193602166,0.47,0.08250122151174369,0.997,4.30406509320417,2.7202941017470885,5
5.939117652331136,0.09668931100103777,10.3,106.09000000000002,0.3,0.5766133643039938,0.48,0.06672363204290818,0.9959,4.127134385045092,2.5099800796022267,6
4.683713563944615,0.09862375261150966,10.1,102.00999999999999,0.55,0.4637340162321401,0.15,0.07325046173959267,0.9961,3.713572066704308,2.6267851073127395,5
7.057919136287112,0.10072726255280176,9.9,98.01,0.49,0.712921124877486,0.28,0.10436001532424277,0.9972,4.919980925828125,2.932575659723036,6
4.749083921626627,0.10381248918619906,9.6,92.16,0.49,0.49469624183610705,0.26,0.06015392281974709,0.9966,3.4657359027997265,2.7748873851023217,5
6.772750686336117,0.10503156789141392,9.5,90.25,0.39,0.712921124877486,0.44,0.10165365372649983,0.9978,4.836281906951478,3.0495901363953815,5
3.8274096186390967,0.11086665434814953,9.0,81.0,0.62,0.4252677354043441,0.08,0.07325046173959267,0.9978,3.2188758248682006,2.6457513110645907,5
4.101932956042609,0.10488419948587374,9.5,90.25,0.52,0.43178241642553783,0.26,0.07603468627599762,0.9964,4.948759890378168,2.8106938645110393,5
7.057919136287112,0.10072726255280176,9.9,98.01,0.49,0.712921124877486,0.28,0.10436001532424277,0.9972,4.919980925828125,2.932575659723036,6
4.749083921626627,0.10381248918619906,9.6,92.16,0.49,0.49469624183610705,0.26,0.06015392281974709,0.9966,3.4657359027997265,2.7748873851023217,5
4.116441921648248,0.09464761003356095,10.5,110.25,1.01125,0.3920420877760237,0.04,0.04401688541677433,0.9938,4.454347296253507,2.23606797749979,4
4.758138287497469,0.09313083241767924,10.7,114.48999999999998,0.775,0.44468582126144574,0.0,0.09712671073072274,0.9965,3.1780538303479458,2.6076809620810595,5
4.357921048362169,0.10170407125468661,9.8,96.04000000000002,0.9,0.44468582126144574,0.06,0.07603468627599762,0.9967,2.3978952727983707,2.756809750418044,5
4.173606146089261,0.11079998768889027,9.0,81.0,0.545,0.4637340162321401,0.18,0.07696104113612832,0.9972,3.58351893845611,2.8460498941515415,6
4.85758862576299,0.09776469629757881,10.2,104.03999999999999,0.61,0.4762341789963716,0.3,0.08065790301745447,0.9972,3.9318256327243257,2.8809720581775866,6
4.173606146089261,0.11079998768889027,9.0,81.0,0.545,0.4637340162321401,0.18,0.07696104113612832,0.9972,3.58351893845611,2.8460498941515415,6
3.791408787606863,0.10833694474598429,9.2,84.63999999999999,0.575,0.412109650826833,0.22,0.07417939817425151,0.9967,4.189654742026425,2.8460498941515415,5
3.6851956250946225,0.10595743553644303,9.4,88.36000000000001,0.49,0.3920420877760237,0.24,0.06765864847381481,0.996,3.6109179126442243,2.6832815729997477,5
3.791408787606863,0.10833694474598429,9.2,84.63999999999999,0.575,0.412109650826833,0.22,0.07417939817425151,0.9967,4.189654742026425,2.8460498941515415,5
6.630166461360621,0.10723654760897337,9.3,86.49000000000001,0.41,0.712921124877486,0.68,0.1139562678919086,0.9973,4.248495242049359,2.792848008753788,5
5.414605264629772,0.10719353686091002,9.3,86.49000000000001,0.63,0.5822156198526637,0.31,0.08434114843375087,0.9969,4.174387269895637,2.4899799195977463,5
6.246440027709545,0.10488419948587374,9.5,90.25,0.56,0.6575200029167941,0.19,0.09893994785490356,0.9964,3.871201010907891,2.792848008753788,5
4.966812503210829,0.10167345901291235,9.8,96.04000000000002,0.62,0.5068176023684519,0.09,0.08065790301745447,0.9964,4.6913478822291435,2.898275349237888,5
4.974389176358039,0.1029690615495813,9.7,94.08999999999999,0.31,0.5128236264286639,0.44,0.07696104113612832,0.9988,3.8501476017100584,3.1780497164141406,6
6.246440027709545,0.10488419948587374,9.5,90.25,0.56,0.6575200029167941,0.19,0.09893994785490356,0.9964,3.871201010907891,2.792848008753788,5
5.130090155596045,0.09491427667483081,10.5,110.25,0.4,0.48858001481867097,0.31,0.08617769624105233,0.9966,4.143134726391533,3.0659419433511785,6
4.762341789963716,0.09977999002200101,10.0,100.0,0.54,0.4762341789963716,0.28,0.07417939817425151,0.9978,3.713572066704308,2.8809720581775866,6
4.059680574241949,0.11068887659012483,9.0,81.0,1.01125,0.4510756193602166,0.09,0.1139562678919086,0.9962,4.499809670330265,2.701851217221259,5
5.123039558778518,0.09139448702802871,10.9,118.81,0.55,0.4700036292457356,0.04,0.11243542932978817,0.9962,4.04305126783455,2.9664793948382653,6
3.852135080695302,0.1084782490784512,9.2,84.63999999999999,0.695,0.41871033485818504,0.0,0.07232066157962612,0.998,2.6390573296152584,2.701851217221259,5
3.724399833872225,0.10484209422714798,9.5,90.25,0.5,0.3920420877760237,0.17,0.0788111804242897,0.996,4.634728988229636,2.792848008753788,5
4.346659707535309,0.09141283565019856,10.9,118.81,1.01125,0.3987761199573678,0.0,0.07788653865707124,0.9964,2.5649493574615367,2.8635642126552705,5
4.273258756758658,0.09141283565019856,10.9,118.81,1.01125,0.3920420877760237,0.0,0.0788111804242897,0.9964,2.5649493574615367,2.8460498941515415,5
6.849414453416748,0.09487618144036368,10.5,110.25,0.59,0.6523251860396903,0.16,0.06297479916138844,0.9962,2.833213344056216,2.8284271247461903,7
4.764085462263448,0.10604254191036788,9.4,88.36000000000001,0.745,0.5068176023684519,0.56,0.11154137473290741,0.9968,4.90527477843843,2.8284271247461903,5
6.351540192642723,0.07643845565858035,13.0,169.0,0.5,0.48858001481867097,0.09,0.04783732941416013,0.9937,4.605170185988092,2.3664319132398464,5
4.338723816218438,0.10059594943475259,9.9,98.01,1.01125,0.4382549309311553,0.05,0.08065790301745447,0.9959,3.4011973816621555,2.8106938645110393,6
5.748830410451558,0.10380207252061746,9.6,92.16,0.745,0.598836501088704,0.11,0.08617769624105233,0.9965,4.1588830833596715,2.898275349237888,5
4.551205424892185,0.10839129256616387,9.2,84.63999999999999,0.415,0.49469624183610705,0.36,0.07788653865707124,0.9972,3.828641396489095,2.6832815729997477,5
5.748830410451558,0.10380207252061746,9.6,92.16,0.745,0.598836501088704,0.11,0.08617769624105233,0.9965,4.1588830833596715,2.898275349237888,5
7.859910868010959,0.07349314270421164,13.5,182.25,0.34,0.5822156198526637,0.0,0.048790164169432,0.9921574999999999,4.1588830833596715,2.280350850198276,6
4.299793562165429,0.10589360575599939,9.4,88.36000000000001,0.39,0.4574248470388754,0.08,0.0639133257436528,0.9954,3.044522437723423,2.5099800796022267,5
7.859910868010959,0.07349314270421164,13.5,182.25,0.34,0.5822156198526637,0.0,0.048790164169432,0.9921574999999999,4.1588830833596715,2.280350850198276,6
4.534805802896352,0.10604254191036788,9.4,88.36000000000001,0.67,0.4824261492442927,0.55,0.11064652008706356,0.9968,4.955827057601261,2.8460498941515415,5
4.18710334858185,0.099439990056001,10.0,100.0,0.68,0.41871033485818504,0.02,0.08342160813907239,0.9944,4.553876891600541,2.4083189157584592,5
4.665733439796529,0.09763724532968185,10.2,104.03999999999999,0.49,0.4574248470388754,0.1,0.07138999608667293,0.9959,3.4339872044851463,2.6267851073127395,6
4.380257674664745,0.09667960226411629,10.3,106.09000000000002,0.33,0.4252677354043441,0.47,0.07417939817425151,0.9958,2.4849066497880004,2.701851217221259,6
6.701458573848369,0.10634041421910488,9.4,88.36000000000001,0.52,0.712921124877486,0.9149999999999999,0.1139562678919086,0.9996,4.248495242049359,3.03315017762062,4
4.361002405897932,0.0985148417312038,10.1,102.00999999999999,0.6,0.43178241642553783,0.03,0.09075436326846414,0.995,4.605170185988092,2.7386127875258306,5
4.361002405897932,0.0985148417312038,10.1,102.00999999999999,0.6,0.43178241642553783,0.03,0.09075436326846414,0.995,4.605170185988092,2.7386127875258306,5
5.633180390402969,0.09498094333514825,10.5,110.25,0.43,0.5364933705145685,0.42,0.06859279146561172,0.9973,4.859812404361672,2.6645825188948455,5
5.694405053666298,0.09498094333514825,10.5,110.25,0.43,0.5423242908253617,0.42,0.06765864847381481,0.9973,4.867534450455582,2.6645825188948455,5
5.633180390402969,0.09498094333514825,10.5,110.25,0.43,0.5364933705145685,0.42,0.06859279146561172,0.9973,4.859812404361672,2.6645825188948455,5
3.770825505405929,0.10719353686091002,9.3,86.49000000000001,0.68,0.4054651081081644,0.0,0.07045846364856141,0.9969,3.1354942159291497,2.6645825188948455,5
4.195003260050015,0.10718278417389418,9.3,86.49000000000001,0.6,0.4510756193602166,0.18,0.07603468627599762,0.9968,4.465908118654584,2.6076809620810595,6
4.268983884109879,0.10373957252712787,9.6,92.16,0.95,0.44468582126144574,0.03,0.08617769624105233,0.9959,3.044522437723423,2.756809750418044,5
6.558874348872871,0.10831520561791246,9.2,84.63999999999999,0.68,0.712921124877486,0.02,0.06952606264861023,0.9965,3.044522437723423,2.756809750418044,4
4.446858212614457,0.099639990036001,10.0,100.0,0.53,0.44468582126144574,0.04,0.07325046173959267,0.9964,3.4657359027997265,2.792848008753788,6
3.7484955275992573,0.10619147806473637,9.4,88.36000000000001,0.6,0.3987761199573678,0.26,0.06765864847381481,0.9982,4.804021044733257,2.7202941017470885,5
3.7484955275992573,0.10618083976799578,9.4,88.36000000000001,0.59,0.3987761199573678,0.26,0.06765864847381481,0.9981,4.804021044733257,2.701851217221259,5
4.58304841782078,0.10485262054182942,9.5,90.25,0.63,0.4824261492442927,0.48,0.09531017980432487,0.9961,4.574710978503383,2.792848008753788,5
4.270845415553487,0.09760783356785947,10.2,104.03999999999999,0.64,0.41871033485818504,0.1,0.08157998699242289,0.9956,4.624972813284271,2.6076809620810595,5
3.528378789984213,0.11062220993086558,9.0,81.0,0.55,0.3920420877760237,0.03,0.06952606264861023,0.9956,3.7612001156935624,2.701851217221259,4
4.557851281684015,0.09570191387481597,10.4,108.16000000000001,0.63,0.4382549309311553,0.07,0.08525984395082342,0.9953,3.8066624897703196,2.6076809620810595,6
2.595128374326328,0.109582405540395,9.1,82.80999999999999,0.885,0.2851789422336624,0.03,0.05638033343610754,0.9972,2.1972245773362196,2.8106938645110393,4
4.381354446766618,0.10839129256616387,9.2,84.63999999999999,0.42,0.4762341789963716,0.17,0.07045846364856141,0.9972,2.9444389791664403,2.8284271247461903,6
